L,f
6100.39061568024,1.957639E-17
6102.39434815104,2.169155E-17
6104.39808062185,2.133085E-17
6106.40181309266,2.423497E-17
6108.40554556347,3.070715E-17
6110.40927803427,2.953586E-17
6112.41301050508,1.887648E-17
6114.41674297588,2.784625E-17
6116.42047544669,3.661259E-17
6118.4242079175,3.354363E-17
6120.42794038831,3.206946E-17
6122.43167285911,3.140601E-17
6124.43540532992,2.312192E-17
6126.43913780073,2.732567E-17
6128.44287027153,2.309534E-17
6130.44660274234,2.593430E-17
6132.45033521315,3.332261E-17
6134.45406768395,2.986191E-17
6136.45780015476,1.682879E-17
6138.46153262557,5.683388E-18
6140.46526509637,1.476503E-17
6142.46899756718,2.076951E-17
6144.47273003799,2.056895E-17
6146.47646250879,2.135995E-17
6148.4801949796,3.097515E-17
6150.48392745041,3.986205E-17
6152.48765992121,3.151871E-17
6154.49139239202,2.364073E-17
6156.49512486283,1.635150E-17
6158.49885733363,1.232527E-17
6160.50258980444,2.809582E-17
6162.50632227525,3.141189E-17
6164.51005474606,2.012700E-17
6166.51378721686,2.317222E-17
6168.51751968767,2.464770E-17
6170.52125215848,3.499397E-17
6172.52498462928,2.602730E-17
6174.52871710009,1.934065E-17
6176.5324495709,1.340882E-17
6178.5361820417,2.569134E-17
6180.53991451251,2.426606E-17
6182.54364698332,2.993664E-17
6184.54737945412,3.398660E-17
6186.55111192493,2.054724E-17
6188.55484439574,9.194000E-18
6190.55857686654,2.255074E-17
6192.56230933735,3.089763E-17
6194.56604180816,2.774684E-17
6196.56977427896,3.095068E-17
6198.57350674977,2.728139E-17
6200.57723922058,1.983386E-17
6202.58097169139,2.267401E-17
6204.58470416219,2.586784E-17
6206.588436633,2.796830E-17
6208.5921691038,2.491015E-17
6210.59590157461,1.266827E-17
6212.59963404542,1.336903E-17
6214.60336651623,1.868709E-17
6216.60709898703,1.013207E-17
6218.61083145784,2.103447E-17
6220.61456392865,3.429114E-17
6222.61829639945,2.515766E-17
6224.62202887026,1.085069E-17
6226.62576134107,1.780648E-17
6228.62949381187,1.884021E-17
6230.63322628268,1.909657E-17
6232.63695875349,2.604255E-17
6234.64069122429,2.165977E-17
6236.6444236951,2.602712E-17
6238.64815616591,3.381310E-17
6240.65188863671,2.823371E-17
6242.65562110752,1.958748E-17
6244.65935357833,2.335078E-17
6246.66308604913,2.174462E-17
6248.66681851994,1.969080E-17
6250.67055099075,1.909554E-17
6252.67428346155,1.407617E-17
6254.67801593236,1.597556E-17
6256.68174840317,1.774356E-17
6258.68548087398,3.025284E-17
6260.68921334478,2.906535E-17
6262.69294581559,1.590375E-17
6264.6966782864,2.584337E-17
6266.7004107572,2.942739E-17
6268.70414322801,2.683248E-17
6270.70787569882,3.353534E-17
6272.71160816962,2.387332E-17
6274.71534064043,2.433032E-17
6276.71907311124,2.186610E-17
6278.72280558204,2.492307E-17
6280.72653805285,2.471148E-17
6282.73027052366,1.794421E-17
6284.73400299446,2.450497E-17
6286.73773546527,3.893044E-17
6288.74146793608,2.626496E-17
6290.74520040688,1.005791E-17
6292.74893287769,1.402628E-17
6294.7526653485,3.368688E-17
6296.7563978193,8.383160E-17
6298.76013029011,1.085670E-16
6300.76386276092,9.953271E-17
6302.76759523172,9.844910E-17
6304.77132770253,7.704245E-17
6306.77506017334,4.476586E-17
6308.77879264414,2.512027E-17
6310.78252511495,3.712063E-17
6312.78625758576,3.119682E-17
6314.78999005656,1.970294E-17
6316.79372252737,1.503827E-17
6318.79745499818,2.660008E-17
6320.80118746899,2.367425E-17
6322.80491993979,1.561383E-17
6324.8086524106,2.981488E-17
6326.81238488141,2.599763E-17
6328.81611735221,2.576056E-17
6330.81984982302,1.150859E-17
6332.82358229383,1.456876E-17
6334.82731476463,2.154922E-17
6336.83104723544,1.403590E-17
6338.83477970625,1.760280E-17
6340.83851217705,2.155652E-17
6342.84224464786,1.634483E-17
6344.84597711867,1.861377E-17
6346.84970958947,2.666252E-17
6348.85344206028,1.502690E-17
6350.85717453109,3.795105E-18
6352.86090700189,1.812320E-17
6354.8646394727,2.205287E-17
6356.86837194351,2.192349E-17
6358.87210441432,3.318386E-17
6360.87583688512,2.401458E-17
6362.87956935593,2.116794E-17
6364.88330182673,2.055290E-17
6366.88703429754,2.023766E-17
6368.89076676835,2.801951E-17
6370.89449923916,2.822965E-17
6372.89823170996,2.268445E-17
6374.90196418077,2.247733E-17
6376.90569665158,3.072214E-17
6378.90942912238,1.928018E-17
6380.91316159319,2.437922E-17
6382.916894064,2.613495E-17
6384.9206265348,1.418275E-17
6386.92435900561,1.846136E-17
6388.92809147642,1.738799E-17
6390.93182394722,3.454054E-17
6392.93555641803,3.117907E-17
6394.93928888884,1.044039E-17
6396.94302135964,1.968585E-17
6398.94675383045,2.673352E-17
6400.95048630126,2.459432E-17
6402.95421877206,2.342107E-17
6404.95795124287,1.694684E-17
6406.96168371368,2.351786E-17
6408.96541618448,2.755219E-17
6410.96914865529,2.588058E-17
6412.9728811261,3.321196E-17
6414.9766135969,3.297442E-17
6416.98034606771,2.985211E-17
6418.98407853852,3.460939E-17
6420.98781100933,5.657663E-17
6422.99154348013,1.200222E-16
6424.99527595094,2.287490E-16
6426.99900842175,3.096009E-16
6429.00274089255,3.230140E-16
6431.00647336336,2.456531E-16
6433.01020583417,1.362901E-16
6435.01393830497,7.261897E-17
6437.01767077578,3.252597E-17
6439.02140324659,2.678647E-17
6441.02513571739,3.304377E-17
6443.0288681882,2.286856E-17
6445.03260065901,2.785321E-17
6447.03633312981,3.075114E-17
6449.04006560062,1.822464E-17
6451.04379807143,1.286609E-17
6453.04753054223,1.538743E-17
6455.05126301304,1.702958E-17
6457.05499548385,2.040210E-17
6459.05872795466,1.839102E-17
6461.06246042546,1.500121E-17
6463.06619289627,1.485933E-17
6465.06992536708,9.448659E-18
6467.07365783788,2.953910E-17
6469.07739030869,2.489848E-17
6471.0811227795,1.628225E-17
6473.0848552503,3.944290E-17
6475.08858772111,3.250096E-17
6477.09232019192,3.867121E-17
6479.09605266272,3.557678E-17
6481.09978513353,3.163783E-17
6483.10351760434,1.077081E-16
6485.10725007514,3.184585E-16
6487.11098254595,6.326778E-16
6489.11471501676,8.603139E-16
6491.11844748756,9.088976E-16
6493.12217995837,7.036462E-16
6495.12591242918,3.888361E-16
6497.12964489998,1.455928E-16
6499.13337737079,5.566110E-17
6501.1371098416,4.052464E-17
6503.1408423124,2.683410E-17
6505.14457478321,1.882423E-17
6507.14830725402,2.452345E-17
6509.15203972482,2.748041E-17
6511.15577219563,2.728489E-17
6513.15950466644,2.673820E-17
6515.16323713725,2.337457E-17
6517.16696960805,3.553125E-17
6519.17070207886,2.856738E-17
6521.17443454966,1.897130E-17
6523.17816702047,2.452499E-17
6525.18189949128,1.795791E-17
6527.18563196209,2.024328E-17
6529.18936443289,1.276679E-17
6531.1930969037,2.094514E-17
6533.19682937451,1.564622E-17
6535.20056184531,2.219461E-17
6537.20429431612,2.540714E-17
6539.20802678693,2.461582E-17
6541.21175925773,2.099023E-17
6543.21549172854,2.560382E-17
6545.21922419935,2.645016E-17
6547.22295667015,2.950775E-17
6549.22668914096,2.453175E-17
6551.23042161177,2.373659E-17
6553.23415408258,1.884274E-17
6555.23788655338,1.542666E-17
6557.24161902419,3.007060E-17
6559.24535149499,3.659408E-17
6561.2490839658,3.231570E-17
6563.25281643661,1.978555E-17
6565.25654890742,1.885130E-17
6567.26028137822,3.139610E-17
6569.26401384903,2.475351E-17
6571.26774631984,1.370810E-17
6573.27147879064,1.276457E-17
6575.27521126145,1.408488E-17
6577.27894373226,1.573137E-17
6579.28267620306,2.153395E-17
6581.28640867387,1.665174E-17
6583.29014114468,2.933676E-17
6585.29387361548,2.083789E-17
6587.29760608629,2.159423E-17
6589.3013385571,2.644096E-17
6591.3050710279,3.374891E-17
6593.30880349871,2.061120E-17
6595.31253596952,2.347387E-17
6597.31626844032,2.418323E-17
6599.32000091113,1.478090E-17
6601.32373338194,3.244071E-17
6603.32746585275,2.342208E-17
6605.33119832355,2.293679E-17
6607.33493079436,2.690545E-17
6609.33866326517,2.344844E-17
6611.34239573597,2.119997E-17
6613.34612820678,2.053686E-17
6615.34986067759,3.021395E-17
6617.35359314839,1.688113E-17
6619.3573256192,7.366557E-18
6621.36105809001,1.652204E-17
6623.36479056081,1.357060E-17
6625.36852303162,2.387937E-17
6627.37225550243,3.725551E-17
6629.37598797323,2.938919E-17
6631.37972044404,2.223445E-17
6633.38345291485,1.983113E-17
6635.38718538565,2.148387E-17
6637.39091785646,1.863453E-17
6639.39465032727,1.785195E-17
6641.39838279807,1.341759E-17
6643.40211526888,1.978444E-17
6645.40584773969,3.281512E-17
6647.40958021049,1.867624E-17
6649.4133126813,1.215680E-17
6651.41704515211,2.110905E-17
6653.42077762291,2.044289E-17
6655.42451009372,1.870740E-17
6657.42824256453,1.717146E-17
6659.43197503533,1.916708E-17
6661.43570750614,1.872850E-17
6663.43943997695,2.598306E-17
6665.44317244776,1.982133E-17
6667.44690491856,3.132837E-17
6669.45063738937,1.940521E-17
6671.45436986018,2.081899E-17
6673.45810233098,2.926993E-17
6675.46183480179,1.190141E-17
6677.4655672726,1.590831E-17
6679.4692997434,3.330052E-17
6681.47303221421,3.610333E-17
6683.47676468502,2.015037E-17
6685.48049715582,1.950115E-17
6687.48422962663,2.354119E-17
6689.48796209744,1.900580E-17
6691.49169456824,2.085078E-17
6693.49542703905,1.180969E-17
6695.49915950986,1.164815E-17
6697.50289198066,1.782441E-17
6699.50662445147,1.138420E-17
6701.51035692228,1.218441E-17
6703.51408939309,1.078453E-17
6705.51782186389,1.905125E-17
6707.5215543347,2.089386E-17
6709.52528680551,2.264613E-17
6711.52901927631,2.455513E-17
6713.53275174712,2.604906E-17
6715.53648421792,2.098375E-17
6717.54021668873,1.157745E-17
6719.54394915954,1.284356E-17
6721.54768163035,1.649471E-17
6723.55141410115,2.026480E-17
6725.55514657196,2.351917E-17
6727.55887904277,2.180862E-17
6729.56261151357,2.322470E-17
6731.56634398438,2.753927E-17
6733.57007645519,1.549723E-17
6735.57380892599,2.390676E-17
6737.5775413968,2.608362E-17
6739.58127386761,2.086227E-17
6741.58500633841,3.068559E-17
6743.58873880922,2.984441E-17
6745.59247128003,2.176488E-17
6747.59620375083,1.246834E-17
6749.59993622164,1.583987E-17
6751.60366869245,1.713164E-17
6753.60740116325,1.622679E-17
6755.61113363406,2.236127E-17
6757.61486610487,2.415464E-17
6759.61859857568,1.702397E-17
6761.62233104648,1.183419E-17
6763.62606351729,1.961342E-17
6765.6297959881,2.904040E-17
6767.6335284589,2.243834E-17
6769.63726092971,1.543529E-17
6771.64099340052,2.621812E-17
6773.64472587132,3.173583E-17
6775.64845834213,2.492387E-17
6777.65219081294,1.599168E-17
6779.65592328374,1.898497E-17
6781.65965575455,3.160061E-17
6783.66338822536,2.583109E-17
6785.66712069616,2.638455E-17
6787.67085316697,2.343779E-17
6789.67458563778,1.450332E-17
6791.67831810858,2.868794E-17
6793.68205057939,3.724988E-17
6795.6857830502,2.702591E-17
6797.689515521,2.462004E-17
6799.69324799181,2.240081E-17
6801.69698046262,2.996852E-17
6803.70071293342,2.356961E-17
6805.70444540423,1.990360E-17
6807.70817787504,1.535652E-17
6809.71191034584,2.108595E-17
6811.71564281665,1.862324E-17
6813.71937528746,1.945232E-17
6815.72310775827,2.675706E-17
6817.72684022907,2.545693E-17
6819.73057269988,1.926877E-17
6821.73430517068,2.321987E-17
6823.73803764149,9.622912E-18
6825.7417701123,1.189588E-17
6827.74550258311,2.069493E-17
6829.74923505391,1.713873E-17
6831.75296752472,2.059674E-17
6833.75669999553,2.532549E-17
6835.76043246633,2.246955E-17
6837.76416493714,1.178907E-17
6839.76789740795,1.692415E-17
6841.77162987875,2.503193E-17
6843.77536234956,2.077829E-17
6845.77909482037,2.557342E-17
6847.78282729117,2.043057E-17
6849.78655976198,1.723651E-17
6851.79029223279,2.893904E-17
6853.79402470359,2.168445E-17
6855.7977571744,1.685892E-17
6857.80148964521,3.041052E-17
6859.80522211601,4.214610E-17
6861.80895458682,4.022271E-17
6863.81268705763,2.853379E-17
6865.81641952844,1.724694E-17
6867.82015199924,1.070710E-17
6869.82388447005,2.603391E-17
6871.82761694085,3.356041E-17
6873.83134941166,2.432812E-17
6875.83508188247,7.243909E-18
6877.83881435328,2.374799E-17
6879.84254682408,2.821090E-17
6881.84627929489,2.048045E-17
6883.8500117657,1.752931E-17
6885.8537442365,2.545274E-17
6887.85747670731,3.143926E-17
6889.86120917812,1.853736E-17
6891.86494164892,2.402094E-17
6893.86867411973,1.950404E-17
6895.87240659054,3.045171E-17
6897.87613906134,2.443540E-17
6899.87987153215,1.582275E-17
6901.88360400296,1.659271E-17
6903.88733647376,2.808256E-17
6905.89106894457,2.199926E-17
6907.89480141538,1.992722E-17
6909.89853388618,1.781888E-17
6911.90226635699,1.366247E-17
6913.9059988278,2.538840E-17
6915.90973129861,2.374240E-17
6917.91346376941,2.444582E-17
6919.91719624022,3.188052E-17
6921.92092871103,2.424368E-17
6923.92466118183,2.037049E-17
6925.92839365264,1.908323E-17
6927.93212612345,1.795375E-17
6929.93585859425,1.663681E-17
6931.93959106506,1.692526E-17
6933.94332353587,2.100404E-17
6935.94705600667,1.749729E-17
6937.95078847748,1.402066E-17
6939.95452094829,1.122112E-17
6941.95825341909,8.757383E-18
6943.9619858899,2.243175E-17
6945.96571836071,3.594034E-17
6947.96945083151,1.596086E-17
6949.97318330232,1.480061E-17
6951.97691577313,2.892552E-17
6953.98064824393,2.382299E-17
6955.98438071474,1.652499E-17
6957.98811318555,2.043863E-17
6959.99184565635,3.273303E-17
6961.99557812716,1.711481E-17
6963.99931059797,9.314740E-18
6966.00304306877,8.576829E-18
6968.00677553958,2.298610E-17
6970.01050801039,2.216921E-17
6972.0142404812,2.005627E-17
6974.017972952,2.564334E-17
6976.02170542281,2.410212E-17
6978.02543789362,1.852435E-17
6980.02917036442,2.457705E-17
6982.03290283523,2.199844E-17
6984.03663530604,1.953545E-17
6986.04036777684,2.047919E-17
6988.04410024765,1.679703E-17
6990.04783271846,2.658380E-17
6992.05156518926,2.009148E-17
6994.05529766007,2.342490E-17
6996.05903013088,2.901173E-17
6998.06276260168,2.096399E-17
7000.06649507249,2.998238E-17
7002.0702275433,2.565829E-17
7004.07396001411,2.386401E-17
7006.07769248491,2.101143E-17
7008.08142495572,2.986206E-17
7010.08515742653,2.394115E-17
7012.08888989733,3.461464E-17
7014.09262236814,3.016346E-17
7016.09635483895,1.891299E-17
7018.10008730975,2.212902E-17
7020.10381978056,2.966784E-17
7022.10755225137,3.297642E-17
7024.11128472217,1.550821E-17
7026.11501719298,1.849051E-17
7028.11874966378,1.980348E-17
7030.12248213459,3.339892E-17
7032.1262146054,3.671671E-17
7034.12994707621,3.496429E-17
7036.13367954701,2.609536E-17
7038.13741201782,1.985418E-17
7040.14114448863,2.732071E-17
7042.14487695943,2.819135E-17
7044.14860943024,2.745377E-17
7046.15234190105,1.839653E-17
7048.15607437185,2.607737E-17
7050.15980684266,1.802221E-17
7052.16353931347,1.983160E-17
7054.16727178428,2.737747E-17
7056.17100425508,2.235776E-17
7058.17473672589,2.496982E-17
7060.1784691967,2.765694E-17
7062.1822016675,1.464333E-17
7064.18593413831,1.701135E-17
7066.18966660911,3.070786E-17
7068.19339907992,1.543442E-17
7070.19713155073,2.608660E-17
7072.20086402154,3.729118E-17
7074.20459649234,3.124660E-17
7076.20832896315,3.423560E-17
7078.21206143396,2.498402E-17
7080.21579390476,1.114708E-17
7082.21952637557,2.626235E-17
7084.22325884638,3.059085E-17
7086.22699131718,3.250924E-17
7088.23072378799,3.194396E-17
7090.2344562588,2.483305E-17
7092.23818872961,1.854140E-17
7094.24192120041,2.592861E-17
7096.24565367122,3.110982E-17
7098.24938614202,3.417891E-17
7100.25311861283,2.156578E-17
7102.25685108364,2.397048E-17
7104.26058355444,2.446930E-17
7106.26431602525,2.231020E-17
7108.26804849606,3.141802E-17
7110.27178096687,3.591100E-17
7112.27551343767,2.294437E-17
7114.27924590848,1.957386E-17
7116.28297837929,2.470186E-17
7118.28671085009,2.444992E-17
7120.2904433209,2.260526E-17
7122.29417579171,2.794025E-17
7124.29790826251,2.530101E-17
7126.30164073332,2.665882E-17
7128.30537320413,1.395014E-17
7130.30910567493,1.134267E-17
7132.31283814574,3.102269E-17
7134.31657061655,2.211391E-17
7136.32030308735,2.401593E-17
7138.32403555816,1.860373E-17
7140.32776802897,2.088644E-17
7142.33150049977,2.447616E-17
7144.33523297058,2.030609E-17
7146.33896544139,2.105338E-17
7148.3426979122,1.819320E-17
7150.346430383,1.254198E-17
7152.35016285381,1.907075E-17
7154.35389532462,2.258145E-17
7156.35762779542,2.846125E-17
7158.36136026623,2.858400E-17
7160.36509273704,2.081704E-17
7162.36882520784,3.032247E-17
7164.37255767865,1.729876E-17
7166.37629014946,1.735510E-17
7168.38002262026,3.347204E-17
7170.38375509107,3.986313E-17
7172.38748756188,1.339952E-17
7174.39122003268,9.364895E-18
7176.39495250349,2.681749E-17
7178.3986849743,3.214459E-17
7180.4024174451,1.511348E-17
7182.40614991591,1.733614E-17
7184.40988238672,2.973544E-17
7186.41361485752,2.415771E-17
7188.41734732833,2.014251E-17
7190.42107979914,2.117762E-17
7192.42481226994,1.989637E-17
7194.42854474075,2.024839E-17
7196.43227721156,1.943000E-17
7198.43600968236,1.989976E-17
7200.43974215317,1.854089E-17
7202.44347462398,1.468623E-17
7204.44720709478,2.407020E-17
7206.45093956559,2.157392E-17
7208.4546720364,2.173542E-17
7210.45840450721,1.783833E-17
7212.46213697801,8.528731E-18
7214.46586944882,1.641295E-17
7216.46960191963,2.522437E-17
7218.47333439043,3.473015E-17
7220.47706686124,2.366363E-17
7222.48079933205,1.921095E-17
7224.48453180285,2.553754E-17
7226.48826427366,1.888452E-17
7228.49199674447,3.408472E-17
7230.49572921527,2.634425E-17
7232.49946168608,2.679105E-17
7234.50319415689,2.263383E-17
7236.50692662769,3.514830E-18
7238.5106590985,3.464323E-17
7240.51439156931,3.628972E-17
7242.51812404011,4.193808E-17
7244.52185651092,4.078513E-17
7246.52558898173,2.613405E-17
7248.52932145254,7.853002E-18
7250.53305392334,1.201486E-17
7252.53678639415,1.829617E-17
7254.54051886495,1.324686E-17
7256.54425133576,3.094319E-17
7258.54798380657,3.765059E-17
7260.55171627737,2.667082E-17
7262.55544874818,2.464668E-17
7264.55918121899,2.536952E-17
7266.56291368979,2.634431E-17
7268.5666461606,2.737518E-17
7270.57037863141,3.296904E-17
7272.57411110222,2.934142E-17
7274.57784357302,1.781241E-17
